id,state,regional_unemployment_rate,regional_median_income,regional_median_rent,housing_price_index,cost_of_living_index,previous_zip_code
102344,WA,4.6,78000,1950.0,154.0,129.0,157
102345,MI,5.4,57000,1540.0,85.0,71.0,378
102346,NC,4.0,54000,1480.0,109.0,91.0,345
102347,NY,5.5,72000,1920.0,147.0,121.0,122
102348,CA,5.4,75000,1840.0,156.0,124.0,160
102349,TX,4.4,61000,1200.0,108.0,92.0,409
102350,NY,5.2,72000,1540.0,146.0,120.0,286
102351,PA,4.0,61000,1440.0,93.0,78.0,864
102352,GA,4.0,58000,1280.0,105.0,85.0,971
102353,NJ,5.3,82000,1940.0,149.0,124.0,790
102354,VA,4.0,74000,1630.0,125.0,98.0,721
102355,CA,6.1,75000,2100.0,158.0,126.0,522
102356,FL,4.7,55000,1510.0,113.0,83.0,568
102357,TX,4.0,61000,1350.0,108.0,85.0,164
102358,IL,5.4,65000,1730.0,96.0,86.0,869
102359,PA,4.4,61000,1470.0,101.0,74.0,458
102360,GA,3.8,58000,1430.0,104.0,90.0,826
102361,FL,4.3,55000,1400.0,113.0,84.0,360
102362,CA,5.5,75000,1530.0,159.0,127.0,613
102363,MD,4.4,84000,2260.0,129.0,112.0,120
102364,CA,5.4,75000,1790.0,160.0,126.0,810
102365,TX,3.8,61000,1400.0,100.0,81.0,431
102366,TN,3.6,53000,1280.0,102.0,77.0,905
102367,CA,5.6,75000,1640.0,165.0,131.0,172
102368,FL,4.3,55000,1450.0,121.0,91.0,200
102369,CA,5.6,75000,1560.0,165.0,128.0,993
102370,FL,4.7,55000,1540.0,118.0,96.0,921
102371,AZ,4.5,58000,1310.0,112.0,95.0,728
102372,NC,4.4,54000,1190.0,113.0,93.0,657
102373,MA,4.1,81000,1590.0,156.0,120.0,781
102374,AZ,4.2,58000,1330.0,122.0,97.0,213
102375,FL,5.1,55000,1450.0,116.0,95.0,179
102376,NY,5.1,72000,1790.0,138.0,113.0,875
102377,NY,5.1,72000,1610.0,136.0,117.0,374
102378,VA,3.6,74000,1670.0,112.0,97.0,350
102379,NJ,4.5,82000,1720.0,134.0,116.0,842
102380,IL,5.0,65000,1480.0,105.0,86.0,814
102381,NY,5.4,72000,1680.0,138.0,113.0,691
102382,NY,4.3,72000,1750.0,132.0,104.0,721
102383,TX,4.9,61000,1320.0,106.0,88.0,805
102384,MI,6.1,57000,1450.0,92.0,81.0,637
102385,NC,4.6,54000,1320.0,116.0,89.0,616
102386,NC,4.4,54000,1250.0,109.0,90.0,982
102387,NY,5.3,72000,1860.0,137.0,108.0,858
102388,OH,4.6,56000,1300.0,89.0,71.0,974
102389,PA,5.1,61000,1360.0,95.0,73.0,859
102390,TX,3.7,61000,1330.0,103.0,83.0,581
102391,MI,5.7,57000,1630.0,99.0,77.0,863
102392,GA,4.3,58000,1350.0,108.0,83.0,307
102393,NY,4.7,72000,1800.0,137.0,104.0,253
102394,GA,3.9,58000,1240.0,110.0,91.0,674
102395,CA,5.4,75000,1840.0,166.0,126.0,246
102396,VA,3.3,74000,1610.0,122.0,114.0,926
102397,WI,4.3,60000,1310.0,97.0,69.0,266
102398,NY,4.8,72000,1650.0,132.0,108.0,379
102399,TX,4.3,61000,1470.0,94.0,80.0,135
102400,TN,4.2,53000,1240.0,107.0,81.0,152
102401,AZ,4.9,58000,1420.0,117.0,86.0,175
102402,IL,4.8,65000,1440.0,103.0,90.0,795
102403,CA,5.6,75000,2030.0,152.0,113.0,660
102404,NY,4.7,72000,1590.0,146.0,114.0,470
102405,MI,6.0,57000,1290.0,84.0,73.0,878
102406,NC,4.4,54000,1150.0,120.0,89.0,778
102407,OH,4.4,56000,1290.0,87.0,76.0,633
102408,GA,4.0,58000,1590.0,107.0,79.0,304
102409,GA,4.0,58000,1520.0,106.0,94.0,317
102410,OH,4.7,56000,1470.0,83.0,78.0,570
102411,FL,4.6,55000,1310.0,112.0,85.0,488
102412,TX,4.2,61000,1400.0,111.0,81.0,405
102413,PA,4.5,61000,1520.0,98.0,81.0,770
102414,MO,4.0,55000,1500.0,98.0,78.0,610
102415,TN,3.7,53000,1130.0,99.0,70.0,288
102416,CA,5.7,75000,1810.0,155.0,116.0,511
102417,MD,4.3,84000,1990.0,125.0,108.0,773
102418,NY,4.7,72000,1640.0,137.0,104.0,135
102419,PA,4.6,61000,1610.0,93.0,96.0,321
102420,FL,5.1,55000,1260.0,111.0,76.0,140
102421,IL,5.4,65000,1550.0,98.0,79.0,727
102422,NJ,5.2,82000,1840.0,137.0,125.0,961
102423,TX,4.2,61000,1610.0,105.0,92.0,663
102424,IL,5.4,65000,1420.0,103.0,83.0,270
102425,NY,5.6,72000,2030.0,148.0,118.0,621
102426,TX,3.8,61000,1490.0,104.0,86.0,292
102427,NY,5.0,72000,1930.0,151.0,121.0,892
102428,TX,3.9,61000,1550.0,100.0,78.0,813
102429,WA,4.7,78000,1670.0,153.0,124.0,599
102430,PA,5.3,61000,1200.0,90.0,79.0,372
102431,AZ,4.5,58000,1390.0,123.0,100.0,117
102432,VA,4.0,74000,1780.0,131.0,106.0,466
102433,CA,5.9,75000,1700.0,166.0,126.0,623
102434,AZ,4.8,58000,1400.0,115.0,94.0,818
102435,FL,5.1,55000,1200.0,119.0,86.0,974
102436,IL,4.9,65000,1560.0,95.0,79.0,905
102437,TX,4.0,61000,1530.0,102.0,93.0,905
102438,CA,5.5,75000,1850.0,158.0,130.0,776
102439,TN,4.0,53000,1150.0,106.0,83.0,320
102440,CA,5.4,75000,1630.0,168.0,131.0,561
102441,GA,4.3,58000,1430.0,105.0,86.0,562
102442,CA,5.5,75000,1720.0,157.0,133.0,588
102443,GA,4.0,58000,1460.0,97.0,82.0,958
102444,OH,4.7,56000,1600.0,93.0,81.0,738
102445,OH,4.7,56000,1220.0,89.0,67.0,296
102446,CA,5.2,75000,1760.0,162.0,131.0,675
102447,TX,4.0,61000,1190.0,101.0,82.0,103
102448,MI,5.0,57000,1180.0,93.0,68.0,184
102449,TX,4.2,61000,1980.0,111.0,83.0,418
102450,VA,3.6,74000,1860.0,127.0,108.0,694
102451,TX,3.8,61000,1630.0,103.0,88.0,785
102452,IN,4.2,55000,1380.0,99.0,84.0,969
102453,GA,4.1,58000,1420.0,101.0,83.0,794
102454,NJ,5.0,82000,1770.0,130.0,116.0,615
102455,MA,4.1,81000,1840.0,143.0,117.0,410
102456,MO,3.9,55000,1230.0,100.0,80.0,669
102457,WA,4.8,78000,1970.0,160.0,108.0,257
102458,CA,5.7,75000,1710.0,163.0,127.0,936
102459,WI,4.2,60000,1420.0,95.0,80.0,785
102460,TX,3.9,61000,1450.0,99.0,88.0,949
102461,NY,5.6,72000,1540.0,138.0,113.0,678
102462,MO,4.0,55000,1330.0,89.0,78.0,841
102463,IL,6.0,65000,1380.0,95.0,86.0,198
102464,NY,5.6,72000,1530.0,137.0,107.0,607
102465,NY,5.0,72000,1770.0,141.0,113.0,567
102466,GA,4.1,58000,1410.0,100.0,85.0,762
102467,NC,4.4,54000,1310.0,111.0,93.0,122
102468,NY,5.1,72000,1710.0,139.0,114.0,457
102469,IN,4.6,55000,970.0,88.0,78.0,436
102470,CA,5.6,75000,1680.0,158.0,117.0,421
102471,CA,5.5,75000,1840.0,161.0,121.0,309
102472,IL,5.1,65000,1600.0,107.0,89.0,417
102473,TX,3.9,61000,1720.0,101.0,87.0,223
102474,TX,4.0,61000,1430.0,106.0,87.0,209
102475,FL,4.8,55000,1470.0,103.0,83.0,979
102476,IN,4.5,55000,1250.0,94.0,76.0,673
102477,IN,4.4,55000,1290.0,96.0,78.0,183
102478,PA,4.6,61000,1450.0,97.0,93.0,597
102479,FL,4.9,55000,1180.0,110.0,87.0,513
102480,NY,5.1,72000,1880.0,135.0,114.0,395
102481,PA,4.5,61000,1390.0,94.0,66.0,966
102482,NY,4.8,72000,1770.0,128.0,100.0,557
102483,NY,5.0,72000,1490.0,136.0,111.0,568
102484,NY,4.7,72000,1790.0,141.0,114.0,830
102485,CA,5.2,75000,1770.0,158.0,120.0,717
102486,WA,4.4,78000,1820.0,155.0,121.0,198
102487,NJ,5.1,82000,2250.0,140.0,111.0,810
102488,PA,4.4,61000,1510.0,94.0,88.0,947
102489,FL,5.1,55000,1140.0,116.0,96.0,674
102490,MO,4.6,55000,1510.0,87.0,68.0,980
102491,FL,4.7,55000,1210.0,119.0,95.0,952
102492,WA,5.1,78000,1740.0,154.0,122.0,883
102493,IL,5.1,65000,1400.0,96.0,80.0,229
102494,CA,5.7,75000,1860.0,164.0,127.0,975
102495,OH,5.1,56000,1320.0,97.0,90.0,237
102496,MI,5.7,57000,1300.0,95.0,75.0,812
102497,MO,3.7,55000,1270.0,89.0,74.0,896
102498,PA,4.8,61000,1350.0,97.0,88.0,326
102499,PA,4.4,61000,1490.0,93.0,81.0,351
102500,FL,4.9,55000,1190.0,116.0,80.0,997
102501,NY,4.9,72000,1660.0,141.0,115.0,256
102502,PA,4.8,61000,1830.0,86.0,74.0,945
102503,MI,5.5,57000,1300.0,82.0,69.0,274
102504,IN,4.1,55000,1470.0,88.0,75.0,689
102505,TX,4.3,61000,1570.0,111.0,94.0,561
102506,MI,6.1,57000,1330.0,97.0,91.0,604
102507,TX,4.6,61000,1450.0,104.0,99.0,387
102508,PA,4.6,61000,1480.0,97.0,89.0,444
102509,TX,4.0,61000,1600.0,108.0,93.0,299
102510,AZ,4.9,58000,1350.0,114.0,92.0,574
102511,PA,4.7,61000,1830.0,92.0,85.0,573
102512,TX,4.1,61000,1380.0,108.0,81.0,794
102513,AZ,4.5,58000,1570.0,114.0,86.0,600
102514,MI,5.8,57000,1440.0,100.0,74.0,520
102515,IL,5.3,65000,1610.0,95.0,81.0,225
102516,IL,5.4,65000,1480.0,105.0,82.0,809
102517,WI,4.4,60000,1380.0,110.0,85.0,112
102518,MD,4.2,84000,1820.0,131.0,119.0,816
102519,FL,4.9,55000,1180.0,125.0,98.0,239
102520,MO,3.9,55000,1410.0,92.0,77.0,967
102521,TX,4.1,61000,1610.0,97.0,81.0,956
102522,NY,5.0,72000,1650.0,144.0,114.0,862
102523,CA,5.5,75000,1670.0,165.0,124.0,294
102524,IL,5.5,65000,1560.0,112.0,94.0,772
102525,NY,5.1,72000,1730.0,149.0,113.0,633
102526,AZ,4.8,58000,1400.0,119.0,88.0,400
102527,TX,3.8,61000,1270.0,101.0,85.0,631
102528,IN,4.2,55000,1250.0,92.0,76.0,791
102529,WA,4.9,78000,1720.0,148.0,127.0,485
102530,PA,4.8,61000,1430.0,90.0,74.0,936
102531,PA,4.8,61000,1420.0,102.0,88.0,600
102532,IL,5.6,65000,1480.0,96.0,89.0,993
102533,TX,3.9,61000,1370.0,103.0,90.0,629
102534,GA,4.3,58000,1430.0,97.0,83.0,585
102535,FL,4.9,55000,1330.0,111.0,88.0,390
102536,FL,4.9,55000,1250.0,124.0,94.0,260
102537,MI,5.5,57000,1410.0,106.0,85.0,745
102538,NJ,5.1,82000,1950.0,136.0,118.0,961
102539,AZ,4.3,58000,1460.0,120.0,96.0,289
102540,CA,5.6,75000,1870.0,150.0,120.0,484
102541,IL,5.1,65000,1770.0,99.0,85.0,114
102542,NC,4.0,54000,1150.0,114.0,91.0,270
102543,TN,3.3,53000,1170.0,107.0,81.0,469
102544,OH,5.0,56000,1150.0,85.0,79.0,864
102545,OH,5.0,56000,1280.0,89.0,72.0,532
102546,OH,5.3,56000,1350.0,86.0,80.0,241
102547,TX,4.5,61000,1370.0,106.0,92.0,349
102548,IL,4.9,65000,1480.0,93.0,85.0,442
102549,IL,5.3,65000,1800.0,100.0,88.0,711
102550,MA,4.1,81000,2310.0,141.0,122.0,268
102551,TX,4.0,61000,1450.0,109.0,94.0,630
102552,CA,5.4,75000,1510.0,166.0,132.0,757
102553,TX,4.5,61000,1430.0,105.0,86.0,931
102554,MO,3.8,55000,1390.0,90.0,75.0,790
102555,NY,5.1,72000,1770.0,136.0,111.0,444
102556,AZ,4.7,58000,1560.0,126.0,100.0,839
102557,NY,5.4,72000,1570.0,139.0,113.0,838
102558,CA,5.1,75000,1910.0,162.0,130.0,124
102559,FL,5.1,55000,1390.0,114.0,82.0,354
102560,NJ,4.9,82000,2080.0,127.0,114.0,610
102561,PA,4.8,61000,1410.0,93.0,80.0,729
102562,NJ,4.9,82000,1710.0,136.0,123.0,358
102563,FL,5.1,55000,1050.0,106.0,90.0,297
102564,GA,3.9,58000,1550.0,93.0,83.0,338
102565,NY,5.4,72000,1870.0,134.0,111.0,480
102566,NC,4.3,54000,1250.0,106.0,87.0,876
102567,TN,4.1,53000,1250.0,102.0,83.0,664
102568,FL,4.9,55000,1370.0,115.0,100.0,723
102569,TX,4.6,61000,1590.0,107.0,90.0,366
102570,MO,4.0,55000,1370.0,85.0,65.0,449
102571,TN,4.2,53000,1240.0,110.0,90.0,932
102572,OH,4.5,56000,1390.0,94.0,80.0,704
102573,AZ,4.0,58000,1450.0,124.0,100.0,947
102574,IL,5.2,65000,1700.0,95.0,81.0,202
102575,GA,4.0,58000,1570.0,102.0,95.0,456
102576,NJ,5.0,82000,1850.0,135.0,109.0,864
102577,MA,4.0,81000,2060.0,148.0,123.0,870
102578,OH,4.6,56000,1400.0,86.0,80.0,618
102579,OH,4.9,56000,1310.0,86.0,83.0,559
102580,VA,3.9,74000,1800.0,130.0,110.0,204
102581,CA,5.1,75000,1750.0,157.0,134.0,276
102582,NY,5.4,72000,2030.0,141.0,120.0,218
102583,GA,4.5,58000,1250.0,97.0,78.0,352
102584,GA,4.1,58000,1320.0,100.0,83.0,860
102585,MI,5.2,57000,1380.0,101.0,78.0,226
102586,IN,4.0,55000,1210.0,104.0,73.0,408
102587,IN,4.3,55000,1350.0,89.0,74.0,143
102588,MA,3.9,81000,2080.0,137.0,111.0,512
102589,NY,5.2,72000,1670.0,148.0,118.0,737
102590,OH,4.7,56000,1510.0,91.0,71.0,902
102591,AZ,4.4,58000,1450.0,109.0,90.0,145
102592,CA,5.1,75000,2170.0,171.0,136.0,336
102593,FL,4.8,55000,1380.0,120.0,94.0,314
102594,CA,5.5,75000,1700.0,161.0,127.0,439
102595,CA,5.0,75000,1940.0,159.0,121.0,633
102596,IL,5.0,65000,1300.0,99.0,88.0,240
102597,FL,4.5,55000,1320.0,113.0,92.0,988
102598,MI,5.6,57000,1390.0,103.0,84.0,411
102599,CA,4.7,75000,2050.0,155.0,121.0,833
102600,WI,4.4,60000,1330.0,93.0,77.0,725
102601,CA,5.8,75000,1700.0,158.0,118.0,481
102602,MD,4.4,84000,1930.0,130.0,115.0,257
102603,CA,5.7,75000,1720.0,160.0,122.0,446
102604,CA,5.4,75000,1580.0,156.0,127.0,166
102605,GA,4.5,58000,1330.0,102.0,88.0,152
102606,FL,4.5,55000,1370.0,119.0,104.0,532
102607,GA,3.8,58000,1560.0,99.0,88.0,110
102608,NY,4.9,72000,1790.0,133.0,107.0,715
102609,TX,4.2,61000,1520.0,104.0,91.0,831
102610,NY,5.3,72000,1590.0,130.0,114.0,592
102611,IL,5.1,65000,1660.0,102.0,87.0,702
102612,GA,4.0,58000,1290.0,112.0,91.0,693
102613,GA,4.1,58000,1380.0,105.0,84.0,782
102614,WI,4.4,60000,1450.0,99.0,82.0,363
102615,CA,5.6,75000,1730.0,164.0,128.0,123
102616,NY,5.1,72000,1580.0,128.0,98.0,646
102617,CA,5.8,75000,1890.0,163.0,126.0,978
102618,MO,4.2,55000,1290.0,98.0,77.0,470
102619,WI,4.0,60000,1470.0,99.0,84.0,796
102620,CA,5.6,75000,1960.0,159.0,122.0,589
102621,NY,5.0,72000,2080.0,149.0,119.0,417
102622,MD,3.9,84000,2320.0,129.0,111.0,694
102623,IL,4.9,65000,1270.0,103.0,90.0,417
102624,FL,4.9,55000,1240.0,106.0,82.0,903
102625,WA,4.5,78000,1870.0,154.0,129.0,859
102626,VA,3.7,74000,1850.0,120.0,102.0,504
102627,CA,4.3,75000,1840.0,158.0,113.0,828
102628,MA,4.2,81000,2010.0,141.0,115.0,209
102629,MI,5.3,57000,1550.0,92.0,81.0,145
102630,FL,4.8,55000,1290.0,120.0,97.0,397
102631,NC,4.2,54000,1200.0,111.0,90.0,344
102632,MI,5.9,57000,1530.0,96.0,81.0,880
102633,FL,4.5,55000,1300.0,119.0,97.0,425
102634,GA,4.8,58000,1460.0,103.0,90.0,525
102635,IL,5.1,65000,1530.0,98.0,85.0,923
102636,MA,4.3,81000,1860.0,138.0,115.0,337
102637,TX,4.3,61000,1830.0,107.0,77.0,610
102638,MI,5.1,57000,1410.0,92.0,73.0,198
102639,CA,5.6,75000,1830.0,160.0,120.0,785
102640,IN,4.8,55000,1290.0,108.0,89.0,123
102641,NJ,5.5,82000,2200.0,134.0,106.0,602
102642,OH,4.7,56000,1390.0,84.0,73.0,378
102643,NY,5.3,72000,1740.0,149.0,115.0,829
102644,OH,4.8,56000,1370.0,88.0,71.0,740
102645,FL,4.8,55000,1440.0,110.0,90.0,930
102646,OH,4.6,56000,1380.0,99.0,82.0,358
102647,TX,3.9,61000,1410.0,102.0,87.0,707
102648,MO,4.3,55000,1190.0,92.0,83.0,450
102649,MD,4.1,84000,2390.0,124.0,102.0,437
102650,PA,4.5,61000,1550.0,90.0,78.0,492
102651,CA,5.2,75000,1500.0,159.0,131.0,533
102652,TN,3.7,53000,1200.0,107.0,73.0,897
102653,NY,5.5,72000,1470.0,138.0,105.0,478
102654,NY,5.1,72000,1690.0,145.0,116.0,257
102655,GA,3.5,58000,1490.0,106.0,87.0,369
102656,MD,4.1,84000,1860.0,138.0,121.0,139
102657,NY,5.4,72000,1640.0,135.0,119.0,148
102658,NY,4.7,72000,1650.0,133.0,99.0,175
102659,WA,4.5,78000,1650.0,169.0,133.0,490
102660,MD,4.5,84000,2060.0,132.0,112.0,271
102661,OH,5.2,56000,1240.0,99.0,91.0,888
102662,CA,5.7,75000,1650.0,158.0,125.0,176
102663,NJ,5.3,82000,1760.0,134.0,107.0,111
102664,WI,4.0,60000,1570.0,105.0,97.0,413
102665,FL,4.6,55000,1350.0,106.0,91.0,350
102666,TX,4.5,61000,1480.0,104.0,86.0,788
102667,WA,4.4,78000,1790.0,158.0,130.0,604
102668,PA,4.1,61000,1510.0,96.0,89.0,496
102669,TX,4.8,61000,1450.0,107.0,86.0,656
102670,PA,4.7,61000,1480.0,102.0,85.0,809
102671,NY,5.0,72000,2050.0,135.0,107.0,317
102672,FL,5.0,55000,1360.0,115.0,84.0,690
102673,NC,4.3,54000,1220.0,108.0,85.0,883
102674,TX,4.4,61000,1340.0,103.0,87.0,692
102675,VA,3.5,74000,1680.0,125.0,99.0,282
102676,TX,4.6,61000,1480.0,107.0,89.0,153
102677,OH,4.4,56000,1390.0,86.0,76.0,323
102678,CA,6.0,75000,2010.0,160.0,131.0,347
102679,IL,4.9,65000,1410.0,97.0,79.0,973
102680,NJ,4.8,82000,2070.0,144.0,113.0,183
102681,VA,3.3,74000,1720.0,133.0,111.0,129
102682,MI,5.6,57000,1610.0,105.0,81.0,107
102683,WI,4.3,60000,1590.0,94.0,93.0,608
102684,AZ,4.3,58000,1270.0,112.0,97.0,968
102685,CA,5.9,75000,2010.0,170.0,127.0,286
102686,TX,4.1,61000,1570.0,101.0,90.0,234
102687,TX,4.3,61000,1450.0,104.0,81.0,133
102688,OH,5.1,56000,1480.0,94.0,80.0,845
102689,NY,4.7,72000,1540.0,141.0,110.0,756
102690,MI,5.8,57000,1380.0,100.0,81.0,146
102691,IL,5.4,65000,1690.0,89.0,83.0,988
102692,NY,4.7,72000,1710.0,139.0,113.0,859
102693,CA,5.9,75000,1740.0,162.0,132.0,634
102694,TX,4.2,61000,1450.0,97.0,88.0,514
102695,OH,4.7,56000,1120.0,85.0,73.0,269
102696,TX,4.4,61000,1930.0,107.0,89.0,632
102697,TX,4.6,61000,1380.0,101.0,82.0,845
102698,CA,5.5,75000,1840.0,152.0,120.0,813
102699,PA,4.0,61000,1330.0,101.0,88.0,672
102700,FL,5.0,55000,1300.0,114.0,89.0,280
102701,NJ,4.8,82000,2120.0,143.0,114.0,493
102702,OH,4.4,56000,1330.0,86.0,70.0,685
102703,FL,4.8,55000,1320.0,121.0,95.0,231
102704,WA,5.2,78000,1730.0,163.0,129.0,561
102705,MD,4.2,84000,1730.0,138.0,113.0,954
102706,WA,5.1,78000,1460.0,157.0,126.0,250
102707,FL,4.6,55000,1300.0,114.0,91.0,924
102708,TX,4.1,61000,1400.0,102.0,79.0,801
102709,NY,5.5,72000,1500.0,148.0,113.0,679
102710,VA,3.9,74000,1650.0,122.0,104.0,337
102711,NC,4.0,54000,1190.0,110.0,85.0,120
102712,NY,5.1,72000,1640.0,137.0,122.0,967
102713,CA,5.8,75000,1690.0,156.0,121.0,833
102714,CA,5.2,75000,1950.0,161.0,129.0,248
102715,CA,5.3,75000,1770.0,160.0,119.0,457
102716,NC,4.5,54000,1470.0,108.0,91.0,160
102717,NY,5.2,72000,1590.0,142.0,118.0,931
102718,GA,4.0,58000,1500.0,101.0,81.0,619
102719,CA,5.4,75000,1670.0,161.0,129.0,718
102720,TX,4.3,61000,1440.0,106.0,90.0,829
102721,CA,5.8,75000,1660.0,152.0,123.0,920
102722,AZ,4.6,58000,1420.0,109.0,84.0,182
102723,PA,4.3,61000,1380.0,91.0,81.0,766
102724,TN,4.2,53000,1600.0,100.0,80.0,192
102725,PA,4.5,61000,1520.0,96.0,74.0,996
102726,MI,5.8,57000,1410.0,103.0,87.0,365
102727,TN,4.0,53000,1230.0,104.0,83.0,691
102728,AZ,4.7,58000,1510.0,119.0,93.0,927
102729,VA,4.2,74000,1850.0,117.0,95.0,651
102730,NY,4.9,72000,1540.0,135.0,115.0,566
102731,FL,4.7,55000,1330.0,126.0,99.0,897
102732,TX,4.1,61000,1460.0,99.0,90.0,653
102733,MA,4.4,81000,2040.0,146.0,124.0,935
102734,MI,5.7,57000,1400.0,95.0,81.0,212
102735,OH,4.6,56000,1440.0,86.0,67.0,937
102736,NY,4.9,72000,2030.0,140.0,115.0,440
102737,MI,5.7,57000,1580.0,94.0,85.0,116
102738,IL,5.1,65000,1520.0,93.0,79.0,192
102739,GA,3.4,58000,1340.0,115.0,89.0,896
102740,VA,3.1,74000,1610.0,118.0,93.0,669
102741,TX,4.4,61000,1510.0,107.0,78.0,245
102742,CA,5.6,75000,1720.0,167.0,129.0,457
102743,WA,4.7,78000,1680.0,161.0,120.0,342
102744,TN,3.8,53000,1300.0,110.0,89.0,905
102745,NC,4.6,54000,1330.0,120.0,100.0,181
102746,IN,4.3,55000,1210.0,88.0,67.0,162
102747,NJ,5.0,82000,1990.0,131.0,109.0,459
102748,MI,5.7,57000,1500.0,106.0,78.0,175
102749,TN,4.5,53000,1210.0,108.0,87.0,112
102750,TX,3.8,61000,1430.0,92.0,78.0,526
102751,FL,5.0,55000,1430.0,119.0,95.0,251
102752,FL,5.0,55000,1320.0,117.0,105.0,153
102753,MD,4.5,84000,1960.0,128.0,102.0,277
102754,FL,4.5,55000,1310.0,119.0,88.0,121
102755,FL,4.2,55000,1330.0,118.0,88.0,128
102756,FL,4.7,55000,1320.0,122.0,98.0,805
102757,AZ,4.8,58000,1320.0,110.0,92.0,410
102758,NY,4.7,72000,1560.0,144.0,108.0,192
102759,PA,4.6,61000,1310.0,90.0,75.0,724
102760,TX,3.7,61000,1390.0,106.0,84.0,734
102761,NC,4.3,54000,1270.0,111.0,79.0,639
102762,NJ,5.4,82000,1980.0,133.0,114.0,662
102763,FL,5.2,55000,1300.0,120.0,87.0,243
102764,OH,5.1,56000,1450.0,94.0,72.0,963
102765,IL,5.1,65000,1660.0,105.0,88.0,546
102766,AZ,4.7,58000,1740.0,105.0,82.0,614
102767,NY,5.4,72000,1580.0,143.0,116.0,418
102768,PA,4.2,61000,1410.0,98.0,84.0,855
102769,TX,4.3,61000,1570.0,101.0,80.0,105
102770,OH,4.9,56000,1480.0,94.0,79.0,368
102771,NY,4.7,72000,1890.0,131.0,105.0,377
102772,NC,4.2,54000,1180.0,117.0,92.0,674
102773,OH,4.8,56000,1410.0,97.0,87.0,963
102774,IL,5.1,65000,1570.0,98.0,81.0,417
102775,FL,4.8,55000,1400.0,110.0,94.0,343
102776,PA,3.9,61000,1550.0,97.0,81.0,993
102777,FL,4.7,55000,1300.0,122.0,94.0,814
102778,CA,5.6,75000,1870.0,157.0,128.0,782
102779,NC,4.0,54000,1230.0,117.0,91.0,402
102780,OH,4.6,56000,1330.0,92.0,76.0,968
102781,GA,3.8,58000,1460.0,111.0,94.0,417
102782,PA,4.2,61000,1560.0,98.0,78.0,488
102783,FL,4.6,55000,1160.0,111.0,81.0,857
102784,MA,4.8,81000,2100.0,140.0,115.0,653
102785,IN,4.4,55000,1490.0,91.0,71.0,418
102786,NJ,5.1,82000,1870.0,127.0,106.0,362
102787,PA,4.5,61000,1390.0,93.0,82.0,259
102788,MI,5.6,57000,1490.0,100.0,91.0,507
102789,IN,4.6,55000,1250.0,101.0,88.0,262
102790,TX,3.8,61000,1520.0,105.0,89.0,243
102791,TX,4.4,61000,1390.0,103.0,90.0,514
102792,MD,4.4,84000,1950.0,132.0,116.0,426
102793,NY,5.1,72000,1730.0,133.0,111.0,544
102794,AZ,4.8,58000,1320.0,120.0,97.0,754
102795,PA,3.6,61000,1460.0,89.0,73.0,168
102796,IL,5.2,65000,1400.0,102.0,93.0,286
102797,PA,4.8,61000,1520.0,108.0,89.0,238
102798,TX,4.3,61000,1290.0,105.0,91.0,350
102799,NJ,5.7,82000,2080.0,139.0,125.0,238
102800,MA,3.6,81000,2000.0,145.0,122.0,343
102801,CA,5.5,75000,1840.0,163.0,128.0,683
102802,FL,4.7,55000,1200.0,109.0,96.0,873
102803,WI,4.4,60000,1460.0,107.0,94.0,828
102804,MD,4.6,84000,1780.0,129.0,115.0,879
102805,WA,4.4,78000,1910.0,153.0,122.0,112
102806,MI,5.4,57000,1560.0,97.0,78.0,191
102807,WA,4.8,78000,1890.0,148.0,118.0,791
102808,NC,3.9,54000,1240.0,116.0,91.0,435
102809,MO,3.4,55000,1160.0,96.0,77.0,920
102810,GA,4.0,58000,1260.0,100.0,82.0,586
102811,CA,5.7,75000,1750.0,157.0,121.0,636
102812,AZ,4.9,58000,1450.0,117.0,89.0,872
102813,CA,6.0,75000,1710.0,152.0,120.0,710
102814,MA,3.8,81000,2260.0,152.0,119.0,619
102815,OH,5.0,56000,1280.0,89.0,79.0,216
102816,PA,4.3,61000,1610.0,111.0,94.0,583
102817,GA,4.4,58000,1190.0,98.0,74.0,325
102818,AZ,4.9,58000,1430.0,111.0,86.0,369
102819,IN,3.8,55000,1200.0,88.0,67.0,288
102820,IL,5.1,65000,1600.0,95.0,77.0,149
102821,NY,5.3,72000,1750.0,145.0,123.0,101
102822,CA,5.8,75000,1650.0,161.0,117.0,739
102823,NY,4.9,72000,1530.0,137.0,106.0,693
102824,OH,4.5,56000,1280.0,90.0,76.0,802
102825,TX,4.4,61000,1430.0,104.0,86.0,484
102826,IL,4.9,65000,1530.0,108.0,97.0,665
102827,TX,3.4,61000,1670.0,107.0,78.0,501
102828,AZ,4.3,58000,1300.0,119.0,103.0,642
102829,TN,4.2,53000,1390.0,111.0,91.0,324
102830,GA,3.8,58000,1280.0,102.0,75.0,515
102831,NY,5.1,72000,1580.0,140.0,121.0,455
102832,MA,4.1,81000,2320.0,154.0,119.0,985
102833,FL,4.9,55000,1390.0,119.0,99.0,626
102834,NY,5.1,72000,1790.0,133.0,108.0,634
102835,CA,5.3,75000,2050.0,154.0,120.0,502
102836,PA,4.6,61000,1380.0,92.0,77.0,386
102837,FL,5.1,55000,1270.0,127.0,108.0,884
102838,NJ,5.0,82000,1850.0,137.0,116.0,845
102839,TX,4.9,61000,1280.0,100.0,79.0,868
