cust_id,age,annual_income,employment_length,employment_type,education,marital_status,num_dependents
101913,34,31500,3.5,Full Time,High School,Single,1
101914,49,29600,12.1,Full Time,High School,Married,1
101915,41,47700,5.9,Full Time,Some College,Married,0
101916,31,31700,1.5,Full Time,Bachelor,Married,0
101917,42,28800,0.1,Full Time,Some College,Single,0
101918,27,50200,9.9,Full Time,Bachelor,Single,1
101919,19,20000,1.4,Full Time,High School,Single,0
101920,26,37000,8.0,Full Time,Some College,Married,5
101921,48,139300,8.5,Full Time,Some College,Married,1
101922,41,94700,7.2,Self Employed,Advanced,Married,1
101923,39,23400,5.6,Full Time,Bachelor,Married,3
101924,36,28000,5.1,Full Time,High School,Married,1
101925,49,66900,5.0,Full Time,Graduate,Single,2
101926,49,36000,10.0,Full Time,Bachelor,Married,1
101927,27,31700,6.2,Part Time,Graduate,Married,3
101928,33,59500,3.5,Full Time,Bachelor,Married,2
101929,41,78900,4.0,Self Employed,Bachelor,Married,3
101930,41,86100,0.2,Full Time,Graduate,Married,0
101931,56,26400,3.7,Contractor,Some College,Divorced,1
101932,51,70900,3.7,Full Time,Bachelor,Single,0
101933,42,70900,10.0,Full Time,Some College,Divorced,1
101934,34,90500,6.6,Full Time,Some College,Married,2
101935,40,78200,3.0,Full Time,Graduate,Married,1
101936,54,50500,7.3,Self Employed,Graduate,Single,3
101937,41,34800,1.3,Full Time,Some College,Divorced,1
101938,40,20000,3.9,Full Time,Graduate,Married,1
101939,38,45400,1.1,Self Employed,Some College,Married,4
101940,38,58500,7.7,Full Time,Graduate,Married,2
101941,36,92100,4.6,Full Time,Some College,Divorced,0
101942,37,86600,5.4,Self Employed,Graduate,Married,3
101943,28,23200,5.8,Self Employed,Graduate,Married,1
101944,39,34400,1.5,Full Time,Some College,Married,1
101945,31,37800,4.1,Full Time,Bachelor,Married,1
101946,44,36700,4.0,Full Time,Bachelor,Married,4
101947,33,70300,2.3,Full Time,Some College,Married,2
101948,48,46300,10.4,Self Employed,Some College,Divorced,1
101949,57,44900,2.3,Full Time,Graduate,Married,0
101950,46,32100,7.2,Full Time,Graduate,Married,0
101951,23,30200,5.1,Self Employed,Some College,Single,0
101952,46,74800,2.9,Full Time,Graduate,Married,0
101953,31,39100,4.9,Full Time,Bachelor,Married,1
101954,38,41900,3.4,Full Time,Bachelor,Divorced,2
101955,33,41600,2.2,Full Time,Some College,Single,1
101956,70,20000,7.0,Self Employed,Bachelor,Married,0
101957,30,32800,7.0,Full Time,Bachelor,Single,0
101958,35,45200,3.1,Full Time,Some College,Married,0
101959,34,36900,8.8,Self Employed,Bachelor,Married,3
101960,51,103000,0.0,Self Employed,Some College,Single,0
101961,39,36000,7.7,Part Time,Graduate,Married,0
101962,56,23300,0.6,Full Time,Some College,Married,4
101963,53,63100,2.3,Self Employed,Graduate,Married,0
101964,39,43500,3.8,Self Employed,Graduate,Single,2
101965,38,29300,6.7,Contractor,Bachelor,Single,0
101966,18,20000,0.2,Full Time,High School,Married,1
101967,42,35900,4.1,Full Time,Graduate,Single,0
101968,28,21000,1.5,Part Time,Some College,Single,0
101969,46,26200,7.0,Full Time,Graduate,Married,1
101970,51,77000,7.5,Full Time,Bachelor,Married,2
101971,30,31700,3.0,Full Time,Some College,Married,1
101972,38,32000,7.8,Full Time,Bachelor,Married,1
101973,43,45200,3.6,Part Time,Bachelor,Divorced,0
101974,46,67900,7.5,Full Time,Bachelor,Married,1
101975,60,20000,7.8,Self Employed,High School,Married,2
101976,32,47500,4.7,Part Time,High School,Married,3
101977,36,35900,6.1,Full Time,High School,Married,0
101978,41,31500,6.9,Self Employed,Some College,Married,0
101979,38,49300,8.4,Full Time,Graduate,Married,1
101980,45,40600,1.9,Part Time,Bachelor,Married,1
101981,44,40200,7.8,Full Time,Bachelor,Single,0
101982,45,48600,3.4,Part Time,Advanced,Married,3
101983,41,45100,3.9,Full Time,Some College,Married,0
101984,38,20000,4.4,Self Employed,Some College,Single,1
101985,31,25200,10.6,Full Time,High School,Married,2
101986,31,45500,10.7,Full Time,Bachelor,Married,2
101987,27,63900,6.8,Self Employed,Some College,Single,1
101988,41,38700,1.0,Full Time,High School,Married,1
101989,38,38300,4.1,Full Time,Bachelor,Divorced,0
101990,19,20000,1.9,Full Time,Bachelor,Single,2
101991,21,20000,3.9,Part Time,Bachelor,Married,0
101992,22,20000,0.1,Full Time,High School,Single,1
101993,34,27200,2.7,Full Time,High School,Single,3
101994,40,157200,2.5,Full Time,Bachelor,Married,0
101995,25,23600,6.7,Part Time,High School,Married,4
101996,39,54100,13.1,Self Employed,High School,Married,0
101997,33,22800,2.3,Full Time,Some College,Single,1
101998,36,50700,9.3,Full Time,Graduate,Married,0
101999,29,26800,2.8,Part Time,Some College,Married,3
102000,30,66600,2.8,Full Time,High School,Married,1
102001,39,84700,5.0,Part Time,Some College,Single,0
102002,26,24500,4.5,Self Employed,High School,Married,1
102003,36,48000,8.8,Part Time,Bachelor,Single,1
102004,42,43900,6.5,Full Time,Graduate,Married,1
102005,21,38700,3.7,Full Time,Bachelor,Married,3
102006,42,60000,,Full Time,Advanced,Married,1
102007,36,31500,1.2,Full Time,Bachelor,Married,0
102008,28,69200,6.7,Self Employed,Graduate,Single,0
102009,52,39900,6.2,Part Time,Some College,Married,1
102010,22,20000,4.3,Full Time,High School,Single,0
102011,41,51300,2.4,Full Time,Some College,Divorced,0
102012,44,51100,0.4,Full Time,Advanced,Married,3
102013,61,58300,4.9,Full Time,Some College,Divorced,0
102014,29,20000,5.5,Part Time,Some College,Married,2
102015,34,76400,7.8,Full Time,Graduate,Married,0
102016,34,29900,6.4,Full Time,Bachelor,Married,5
102017,36,30300,2.9,Full Time,Some College,Single,1
102018,40,44000,10.4,Full Time,Bachelor,Married,1
102019,49,121400,5.1,Full Time,Graduate,Married,1
102020,54,64500,8.5,Full Time,Bachelor,Divorced,2
102021,48,41600,14.8,Full Time,Bachelor,Single,0
102022,46,34200,8.3,Full Time,Some College,Married,1
102023,68,20000,14.6,Full Time,Some College,Married,3
102024,20,35300,2.1,Full Time,Some College,Single,1
102025,27,28400,2.2,Full Time,Some College,Single,1
102026,37,57700,4.5,Self Employed,Bachelor,Single,0
102027,34,54100,4.7,Full Time,High School,Single,0
102028,58,20000,2.7,Full Time,Graduate,Single,1
102029,32,35900,13.8,Full Time,Some College,Married,3
102030,28,25900,5.5,Self Employed,High School,Single,0
102031,26,20000,6.4,Full Time,Some College,Married,1
102032,35,37300,2.7,Full Time,Bachelor,Single,1
102033,43,23000,2.4,Contractor,Bachelor,Married,1
102034,34,26300,3.9,Self Employed,Bachelor,Single,1
102035,32,31900,5.7,Full Time,Some College,Single,0
102036,32,20000,,Full Time,High School,Married,2
102037,34,103100,3.5,Full Time,Graduate,Single,1
102038,35,55800,8.5,Self Employed,Bachelor,Married,1
102039,48,41900,1.3,Part Time,Some College,Divorced,3
102040,29,24600,0.8,Full Time,Some College,Married,2
102041,30,40900,5.8,Full Time,Graduate,Married,0
102042,49,65700,11.6,Full Time,Graduate,Married,1
102043,35,105900,6.9,Full Time,Graduate,Married,5
102044,43,89600,9.3,Self Employed,Advanced,Married,2
102045,48,56500,2.2,Contractor,Advanced,Married,0
102046,40,38300,13.4,Self Employed,Graduate,Married,1
102047,35,37300,12.2,Self Employed,Bachelor,Married,2
102048,30,22500,1.4,Full Time,Some College,Married,1
102049,45,65500,8.3,Part Time,Advanced,Married,1
102050,35,58300,9.1,Full Time,Bachelor,Married,0
102051,35,41300,4.4,Full Time,High School,Single,0
102052,32,29000,4.0,Full Time,Bachelor,Married,3
102053,29,41500,8.7,Full Time,Some College,Single,3
102054,62,20000,5.3,Full Time,Bachelor,Married,0
102055,34,28700,10.4,Full Time,Graduate,Married,3
102056,20,20000,2.6,Full Time,Some College,Divorced,1
102057,36,61800,6.2,Full Time,Bachelor,Married,2
102058,55,20000,2.9,Full Time,High School,Married,4
102059,32,35900,5.3,Full Time,Bachelor,Single,1
102060,34,37400,5.3,Part Time,Bachelor,Single,2
102061,29,28000,7.3,Full Time,High School,Married,1
102062,60,32200,3.6,Full Time,High School,Married,0
102063,70,20000,10.7,Self Employed,Advanced,Divorced,0
102064,30,39200,9.1,Full Time,Some College,Married,0
102065,35,132600,5.5,Full Time,Some College,Married,2
102066,47,29800,7.1,Contractor,Advanced,Divorced,0
102067,68,20000,0.4,Full Time,Bachelor,Married,2
102068,69,20000,6.3,Contractor,High School,Single,2
102069,53,49400,8.6,Full Time,Bachelor,Married,2
102070,25,20000,7.4,Full Time,Some College,Married,1
102071,27,20000,5.3,Full Time,High School,Married,1
102072,35,45200,5.5,Full Time,Bachelor,Single,2
102073,48,35700,2.5,Full Time,Some College,Married,3
102074,34,147800,5.8,Full Time,Graduate,Married,3
102075,28,92900,0.7,Self Employed,Graduate,Divorced,1
102076,31,32800,0.2,Full Time,High School,Married,1
102077,52,63700,2.3,Part Time,Some College,Married,3
102078,61,51300,2.8,Self Employed,Graduate,Divorced,1
102079,37,109600,5.8,Full Time,Graduate,Married,1
102080,23,44900,2.1,Self Employed,Bachelor,Single,0
102081,45,70900,11.5,Full Time,Graduate,Married,4
102082,32,24100,6.4,Full Time,Some College,Divorced,1
102083,37,62000,4.6,Full Time,Advanced,Married,3
102084,29,20000,1.8,Full Time,High School,Married,4
102085,43,89300,7.9,Contractor,Bachelor,Married,1
102086,27,55600,7.8,Full Time,Bachelor,Married,2
102087,32,24500,4.1,Self Employed,Some College,Married,1
102088,49,63000,4.6,Self Employed,High School,Married,2
102089,35,46900,5.4,Part Time,Bachelor,Married,1
102090,51,54500,2.5,Full Time,Bachelor,Single,1
102091,50,105600,7.9,Full Time,Advanced,Married,1
102092,42,163500,6.0,Full Time,Advanced,Married,3
102093,38,72500,,Full Time,Bachelor,Single,0
102094,32,72900,1.0,Full Time,Advanced,Married,0
102095,31,45800,3.6,Self Employed,Some College,Married,2
102096,42,75800,7.4,Full Time,Bachelor,Married,4
102097,39,20000,1.8,Full Time,High School,Single,2
102098,41,90500,,Full Time,Bachelor,Married,2
102099,42,22900,7.1,Full Time,High School,Married,1
102100,34,57800,,Full Time,Some College,Married,3
102101,63,24300,11.0,Full Time,Some College,Married,2
102102,41,21100,10.2,Full Time,High School,Married,1
102103,39,44200,6.0,Full Time,Bachelor,Married,2
102104,56,21100,0.4,Full Time,High School,Married,1
102105,21,22700,3.8,Part Time,Advanced,Single,0
102106,43,38700,5.6,Full Time,High School,Married,1
102107,55,20000,11.2,Part Time,Some College,Married,5
102108,31,37000,4.4,Self Employed,Bachelor,Single,0
102109,31,31100,0.6,Full Time,Some College,Single,1
102110,36,29100,7.8,Self Employed,Bachelor,Single,0
102111,27,22600,9.5,Self Employed,High School,Married,1
102112,34,32500,6.3,Full Time,High School,Divorced,1
102113,29,37600,9.6,Self Employed,Bachelor,Married,1
102114,46,44100,3.3,Full Time,Bachelor,Married,0
102115,39,80100,14.1,Full Time,Some College,Single,0
102116,26,49800,6.3,Full Time,Advanced,Single,1
102117,40,37700,1.4,Full Time,Bachelor,Married,2
102118,67,20000,4.0,Full Time,Advanced,Married,2
102119,50,125800,10.5,Full Time,Bachelor,Married,3
102120,44,219800,2.2,Part Time,Bachelor,Married,1
102121,44,64800,9.4,Full Time,Graduate,Married,1
102122,45,51100,7.7,Part Time,Bachelor,Married,0
102123,44,38200,10.4,Part Time,Bachelor,Single,1
102124,73,20000,4.6,Full Time,High School,Married,0
102125,37,41900,0.7,Full Time,Bachelor,Single,0
102126,28,54700,3.8,Contractor,Bachelor,Married,1
102127,51,44000,4.6,Full Time,Graduate,Single,0
102128,44,45900,3.9,Full Time,Some College,Married,0
102129,45,67600,7.2,Self Employed,Graduate,Married,2
102130,39,36100,2.2,Part Time,Bachelor,Single,0
102131,43,50600,4.1,Part Time,Some College,Married,0
102132,46,32800,6.6,Self Employed,Bachelor,Married,3
102133,34,44200,6.5,Self Employed,Some College,Married,2
102134,28,53700,4.2,Full Time,Bachelor,Single,1
102135,39,58100,5.3,Self Employed,Graduate,Married,3
102136,39,97200,6.0,Full Time,Advanced,Single,1
102137,37,49600,14.7,Full Time,Graduate,Married,4
102138,47,73200,4.8,Full Time,Bachelor,Single,3
102139,52,29600,7.9,Part Time,Bachelor,Married,2
102140,63,57700,5.6,Full Time,Bachelor,Married,1
102141,46,32500,,Self Employed,High School,Married,3
102142,50,57400,13.3,Full Time,Graduate,Single,0
102143,38,75400,13.4,Full Time,Advanced,Single,0
102144,32,44700,3.6,Full Time,High School,Divorced,0
102145,28,30600,9.6,Self Employed,Some College,Single,0
102146,26,27400,3.5,Full Time,High School,Single,2
102147,53,64600,4.5,Full Time,High School,Single,1
102148,50,29600,8.3,Part Time,Some College,Married,4
102149,32,52700,6.0,Full Time,Graduate,Married,0
102150,21,20000,3.1,Full Time,Bachelor,Single,3
102151,43,98900,0.7,Full Time,Graduate,Married,2
102152,55,55700,7.1,Full Time,Bachelor,Single,0
102153,43,74000,9.5,Full Time,Bachelor,Married,2
102154,39,141500,6.4,Full Time,Bachelor,Married,1
102155,47,60600,,Part Time,Advanced,Single,1
102156,46,22100,2.6,Full Time,Some College,Married,1
102157,36,56100,9.8,Full Time,Bachelor,Single,1
102158,39,50700,6.7,Full Time,Some College,Divorced,3
102159,57,30200,8.9,Full Time,Some College,Married,2
102160,46,63500,4.9,Full Time,Advanced,Divorced,1
102161,25,20500,7.6,Part Time,High School,Married,0
102162,26,54800,6.1,Full Time,Graduate,Single,3
102163,37,41500,3.0,Full Time,High School,Married,0
102164,27,20000,,Full Time,Some College,Married,0
102165,31,39600,6.8,Full Time,Some College,Single,1
102166,46,70900,11.0,Part Time,Graduate,Married,2
102167,53,40000,3.3,Contractor,High School,Single,0
102168,37,70100,9.8,Contractor,Graduate,Single,2
102169,21,29500,3.3,Full Time,Advanced,Single,1
102170,38,183700,1.4,Self Employed,Advanced,Married,3
102171,21,22900,2.8,Full Time,High School,Single,0
102172,54,57100,12.4,Full Time,Advanced,Married,1
102173,29,41000,3.5,Full Time,Bachelor,Single,2
102174,28,42600,10.5,Full Time,Some College,Married,1
102175,49,40800,4.2,Self Employed,Some College,Single,0
102176,25,30000,3.7,Full Time,High School,Married,0
102177,34,26000,6.5,Part Time,High School,Married,0
102178,31,60500,7.2,Contractor,Bachelor,Single,3
102179,36,38600,3.5,Part Time,Bachelor,Married,3
102180,41,54500,6.1,Self Employed,Bachelor,Single,2
102181,42,92000,7.0,Full Time,Some College,Married,0
102182,52,44900,3.0,Part Time,Bachelor,Married,2
102183,52,21400,9.4,Part Time,Bachelor,Married,1
102184,54,40700,11.9,Self Employed,Some College,Married,0
102185,51,74600,5.0,Full Time,Some College,Married,2
102186,34,49700,6.9,Full Time,Advanced,Married,1
102187,39,37100,4.4,Full Time,Some College,Married,3
102188,39,47600,9.4,Full Time,Advanced,Single,0
102189,44,49100,9.3,Full Time,High School,Married,1
102190,29,54200,6.1,Part Time,Graduate,Married,3
102191,43,42200,4.8,Full Time,Some College,Married,1
102192,56,33200,4.6,Part Time,Bachelor,Married,2
102193,41,69600,5.9,Full Time,Some College,Divorced,2
102194,43,35000,2.2,Full Time,Some College,Married,1
102195,49,80700,4.3,Full Time,Graduate,Married,2
102196,21,23100,3.4,Self Employed,High School,Single,0
102197,35,39400,1.8,Full Time,High School,Single,1
102198,56,80800,9.2,Full Time,Bachelor,Divorced,0
102199,45,68100,2.5,Full Time,Advanced,Married,1
102200,57,32200,8.5,Full Time,Some College,Married,3
102201,30,79300,0.5,Full Time,Bachelor,Married,0
102202,31,20000,2.6,Part Time,Some College,Married,2
102203,32,72900,5.6,Full Time,Bachelor,Married,1
102204,45,34100,7.5,Self Employed,Advanced,Divorced,0
102205,41,29000,7.9,Full Time,Bachelor,Single,0
102206,37,79900,3.1,Full Time,Graduate,Married,1
102207,31,54500,3.1,Self Employed,Bachelor,Single,1
102208,36,20600,4.7,Full Time,High School,Married,1
102209,25,25100,3.4,Full Time,High School,Married,2
102210,55,36400,2.7,Full Time,Bachelor,Married,1
102211,45,51200,7.7,Full Time,Bachelor,Single,1
102212,48,108000,4.9,Self Employed,Bachelor,Married,0
102213,36,76100,8.5,Full Time,Bachelor,Divorced,1
102214,60,25500,7.5,Full Time,High School,Married,1
102215,18,20000,0.1,Full Time,Graduate,Single,1
102216,44,64500,9.6,Full Time,Graduate,Married,3
102217,39,67100,6.2,Full Time,Graduate,Single,0
102218,54,61700,7.2,Full Time,Some College,Married,0
102219,36,24600,9.2,Self Employed,High School,Divorced,0
102220,41,69200,8.7,Part Time,Bachelor,Married,2
102221,60,39200,0.3,Full Time,Bachelor,Divorced,1
102222,35,79500,7.9,Full Time,Bachelor,Married,0
102223,34,27300,9.9,Self Employed,Graduate,Single,0
102224,50,20000,6.0,Full Time,Bachelor,Single,1
102225,59,23400,3.3,Full Time,Some College,Married,4
102226,40,49000,4.9,Full Time,Advanced,Married,0
102227,40,44800,10.6,Self Employed,Some College,Divorced,0
102228,41,46900,2.1,Full Time,Bachelor,Married,5
102229,67,38300,2.5,Full Time,Bachelor,Single,2
102230,42,104200,6.5,Self Employed,Bachelor,Single,2
102231,35,47900,8.9,Full Time,Some College,Single,0
102232,40,36700,9.2,Full Time,Bachelor,Married,3
102233,35,162500,4.2,Self Employed,Graduate,Single,1
102234,58,26900,0.8,Full Time,Bachelor,Single,0
102235,22,30100,4.2,Full Time,Some College,Single,0
102236,34,102900,4.7,Part Time,Advanced,Single,0
102237,37,31300,8.0,Full Time,Some College,Single,1
102238,34,113800,3.8,Self Employed,Some College,Married,3
102239,34,60200,9.8,Full Time,Graduate,Married,1
102240,24,34400,6.4,Full Time,High School,Single,1
102241,37,21000,12.7,Full Time,Advanced,Married,3
102242,39,81200,1.7,Contractor,High School,Married,0
102243,49,20000,7.7,Full Time,High School,Married,0
102244,35,43400,7.6,Full Time,Bachelor,Single,0
102245,31,30200,4.0,Full Time,Bachelor,Single,1
102246,22,20000,4.6,Full Time,Bachelor,Married,1
102247,20,20000,2.1,Part Time,Some College,Married,3
102248,20,45600,2.7,Contractor,Advanced,Single,1
102249,32,44800,8.1,Full Time,Some College,Single,0
102250,50,77900,6.5,Full Time,High School,Single,0
102251,38,35300,7.5,Self Employed,Bachelor,Single,0
102252,46,59600,0.3,Part Time,Graduate,Married,2
102253,40,28700,6.0,Full Time,Some College,Single,1
102254,30,20000,3.9,Full Time,Advanced,Married,0
102255,62,28600,10.9,Self Employed,Some College,Divorced,1
102256,30,84500,10.1,Part Time,Bachelor,Married,2
102257,28,41000,1.4,Full Time,Bachelor,Married,0
102258,38,61700,4.9,Full Time,Graduate,Single,1
102259,49,20300,7.2,Full Time,Some College,Married,2
102260,72,20000,7.8,Full Time,Bachelor,Single,2
